contrast	result_id	doc_name	pair_1	pair_2	pair_3	pair_4	interaction_term
rob.tory.good.bad	observed	compiled_articles1.txt	0.5368	0.6381	0.2515	0.1899	-0.16289999999999993
rob.tory.good.bad	boot_1	compiled_articles1.txt	0.4522	0.5941	0.2153	0.2371	-0.12009999999999996
rob.tory.good.bad	boot_2	compiled_articles1.txt	0.4478	0.5756	0.2858	0.2415	-0.17210000000000003
rob.tory.good.bad	boot_3	compiled_articles1.txt	0.4898	0.5792	0.3253	0.2026	-0.2121
rob.tory.good.bad	boot_4	compiled_articles1.txt	0.434	0.5024	0.149	0.0594	-0.15799999999999995
rob.tory.good.bad	boot_5	compiled_articles1.txt	0.4787	0.4525	0.1057	0.0679	-0.0116
rob.tory.good.bad	boot_6	compiled_articles1.txt	0.2715	0.5319	0.1205	0.1691	-0.21180000000000002
rob.tory.good.bad	boot_7	compiled_articles1.txt	0.3077	0.4982	0.0618	0.0672	-0.18510000000000004
rob.tory.good.bad	boot_8	compiled_articles1.txt	0.453	0.5716	0.0868	0.0567	-0.14869999999999997
rob.tory.good.bad	boot_9	compiled_articles1.txt	0.5437	0.5637	0.2043	0.1826	-0.041700000000000015
rob.tory.good.bad	boot_10	compiled_articles1.txt	0.4846	0.4538	0.1556	0.1169	-0.00789999999999999
rob.tory.good.bad	boot_11	compiled_articles1.txt	0.4576	0.6028	0.0969	0.1361	-0.10599999999999998
rob.tory.good.bad	boot_12	compiled_articles1.txt	0.369	0.4942	0.2175	0.2163	-0.1264
rob.tory.good.bad	boot_13	compiled_articles1.txt	0.3834	0.4719	0.1343	0.1203	-0.10249999999999997
rob.tory.good.bad	boot_14	compiled_articles1.txt	0.4311	0.4804	0.074	0.062	-0.06130000000000001
rob.tory.good.bad	boot_15	compiled_articles1.txt	0.5925	0.3724	0.0422	0.0526	0.2305
rob.tory.good.bad	boot_16	compiled_articles1.txt	0.3442	0.5726	0.0834	0.0716	-0.24019999999999997
rob.tory.good.bad	boot_17	compiled_articles1.txt	0.5848	0.4241	0.144	0.0353	0.05200000000000002
rob.tory.good.bad	boot_18	compiled_articles1.txt	0.3175	0.5421	0.2267	0.2819	-0.16940000000000005
rob.tory.good.bad	boot_19	compiled_articles1.txt	0.4312	0.4869	0.2198	0.111	-0.16449999999999998
rob.tory.good.bad	boot_20	compiled_articles1.txt	0.4962	0.3946	0.0667	0.0471	0.08199999999999998
rob.tory.good.bad	boot_21	compiled_articles1.txt	0.4943	0.5241	0.2661	0.1891	-0.1068
rob.tory.good.bad	boot_22	compiled_articles1.txt	0.4812	0.4682	0.1655	0.0972	-0.0553
rob.tory.good.bad	boot_23	compiled_articles1.txt	0.4191	0.5324	0.1708	0.1234	-0.1607
rob.tory.good.bad	boot_24	compiled_articles1.txt	0.5355	0.3452	0.1915	0.0786	0.07739999999999997
rob.tory.good.bad	boot_25	compiled_articles1.txt	0.4079	0.4647	0.1549	0.0811	-0.13060000000000002
rob.tory.good.bad	boot_26	compiled_articles1.txt	0.5374	0.4511	0.1474	0.0921	0.030999999999999986
rob.tory.good.bad	boot_27	compiled_articles1.txt	0.4482	0.6503	0.0935	0.0662	-0.2294
rob.tory.good.bad	boot_28	compiled_articles1.txt	0.3795	0.4146	0.0986	0.0891	-0.044600000000000015
rob.tory.good.bad	boot_29	compiled_articles1.txt	0.3941	0.4806	0.1311	0.1174	-0.10020000000000001
rob.tory.good.bad	boot_30	compiled_articles1.txt	0.3048	0.498	0.0533	0.0423	-0.2042
rob.tory.good.bad	boot_31	compiled_articles1.txt	0.4536	0.4776	0.2341	0.1469	-0.1112
rob.tory.good.bad	boot_32	compiled_articles1.txt	0.4812	0.5153	0.1687	0.0685	-0.13429999999999995
rob.tory.good.bad	boot_33	compiled_articles1.txt	0.4324	0.5621	0.0562	0.0666	-0.11930000000000003
rob.tory.good.bad	boot_34	compiled_articles1.txt	0.3165	0.5972	0.1001	0.1053	-0.2754999999999999
rob.tory.good.bad	boot_35	compiled_articles1.txt	0.4774	0.5885	0.1749	0.141	-0.14500000000000005
rob.tory.good.bad	boot_36	compiled_articles1.txt	0.4377	0.5879	0.1545	0.1864	-0.11829999999999996
rob.tory.good.bad	boot_37	compiled_articles1.txt	0.4812	0.4753	0.3255	0.1551	-0.1645
rob.tory.good.bad	boot_38	compiled_articles1.txt	0.4061	0.5371	0.0334	0.0001	-0.1643
rob.tory.good.bad	boot_39	compiled_articles1.txt	0.4964	0.4667	0.1512	0.1378	0.01630000000000001
rob.tory.good.bad	boot_40	compiled_articles1.txt	0.4654	0.5604	0.0538	0.0808	-0.06800000000000005
rob.tory.good.bad	boot_41	compiled_articles1.txt	0.3765	0.5174	0.2002	0.1783	-0.16279999999999997
rob.tory.good.bad	boot_42	compiled_articles1.txt	0.401	0.3999	0.1775	0.0787	-0.09769999999999994
rob.tory.good.bad	boot_43	compiled_articles1.txt	0.4382	0.5532	0.1836	0.1672	-0.1314000000000001
rob.tory.good.bad	boot_44	compiled_articles1.txt	0.4301	0.5816	0.1762	0.1438	-0.18389999999999998
rob.tory.good.bad	boot_45	compiled_articles1.txt	0.4297	0.556	0.298	0.2456	-0.1787
rob.tory.good.bad	boot_46	compiled_articles1.txt	0.4601	0.4396	0.1874	0.0925	-0.0744
rob.tory.good.bad	boot_47	compiled_articles1.txt	0.492	0.3962	0.1213	0.0547	0.02919999999999999
rob.tory.good.bad	boot_48	compiled_articles1.txt	0.4892	0.4608	0.1445	0.0395	-0.07659999999999995
rob.tory.good.bad	boot_49	compiled_articles1.txt	0.5089	0.504	0.189	0.078	-0.10609999999999999
rob.tory.good.bad	boot_50	compiled_articles1.txt	0.562	0.6025	0.2219	0.203	-0.05939999999999995
rob.tory.good.bad	boot_51	compiled_articles1.txt	0.4385	0.506	0.1398	0.1151	-0.09220000000000002
rob.tory.good.bad	boot_52	compiled_articles1.txt	0.2612	0.5225	0.1402	0.1513	-0.2502
rob.tory.good.bad	boot_53	compiled_articles1.txt	0.4584	0.528	0.0982	0.1003	-0.06750000000000006
rob.tory.good.bad	boot_54	compiled_articles1.txt	0.3807	0.4618	0.1563	0.091	-0.1464
rob.tory.good.bad	boot_55	compiled_articles1.txt	0.2946	0.5908	0.167	0.2506	-0.21260000000000007
rob.tory.good.bad	boot_56	compiled_articles1.txt	0.5176	0.4979	0.1159	0.0373	-0.05890000000000006
rob.tory.good.bad	boot_57	compiled_articles1.txt	0.5067	0.4715	0.1368	0.04	-0.06159999999999994
rob.tory.good.bad	boot_58	compiled_articles1.txt	0.4067	0.544	0.1683	0.1732	-0.13240000000000005
rob.tory.good.bad	boot_59	compiled_articles1.txt	0.3427	0.4382	0.1838	0.0905	-0.1888
rob.tory.good.bad	boot_60	compiled_articles1.txt	0.3621	0.6475	0.2129	0.2262	-0.27209999999999995
rob.tory.good.bad	boot_61	compiled_articles1.txt	0.4017	0.5672	0.3324	0.2928	-0.2051
rob.tory.good.bad	boot_62	compiled_articles1.txt	0.3319	0.5147	0.1907	0.1881	-0.18540000000000006
rob.tory.good.bad	boot_63	compiled_articles1.txt	0.5631	0.475	0.0883	0.039	0.038800000000000064
rob.tory.good.bad	boot_64	compiled_articles1.txt	0.4275	0.439	0.2602	0.1647	-0.10699999999999998
rob.tory.good.bad	boot_65	compiled_articles1.txt	0.3498	0.5752	0.0606	0.0927	-0.19330000000000003
rob.tory.good.bad	boot_66	compiled_articles1.txt	0.2944	0.4804	0.1914	0.2278	-0.14959999999999996
rob.tory.good.bad	boot_67	compiled_articles1.txt	0.5144	0.4833	0.2085	0.091	-0.08640000000000003
rob.tory.good.bad	boot_68	compiled_articles1.txt	0.4192	0.549	0.1908	0.2016	-0.119
rob.tory.good.bad	boot_69	compiled_articles1.txt	0.4092	0.6054	0.0257	0.0232	-0.19870000000000004
rob.tory.good.bad	boot_70	compiled_articles1.txt	0.4573	0.5809	0.0518	0.1052	-0.0702
rob.tory.good.bad	boot_71	compiled_articles1.txt	0.4048	0.5101	0.1543	0.0945	-0.1651
rob.tory.good.bad	boot_72	compiled_articles1.txt	0.428	0.6261	0.1092	0.1681	-0.13920000000000002
rob.tory.good.bad	boot_73	compiled_articles1.txt	0.5704	0.5187	0.2665	0.1666	-0.04820000000000005
rob.tory.good.bad	boot_74	compiled_articles1.txt	0.4637	0.4733	0.1719	0.1438	-0.037699999999999984
rob.tory.good.bad	boot_75	compiled_articles1.txt	0.4547	0.2795	0.2459	0.0957	0.024999999999999953
rob.tory.good.bad	boot_76	compiled_articles1.txt	0.4239	0.4964	0.1023	0.0661	-0.1087
rob.tory.good.bad	boot_77	compiled_articles1.txt	0.4671	0.4255	0.1357	0.0682	-0.025899999999999965
rob.tory.good.bad	boot_78	compiled_articles1.txt	0.485	0.5628	0.1432	0.0988	-0.12219999999999998
rob.tory.good.bad	boot_79	compiled_articles1.txt	0.5117	0.4353	0.1921	0.1299	0.014200000000000018
rob.tory.good.bad	boot_80	compiled_articles1.txt	0.5264	0.5365	0.2044	0.2139	-0.0005999999999999894
rob.tory.good.bad	boot_81	compiled_articles1.txt	0.4832	0.483	0.274	0.2429	-0.030899999999999983
rob.tory.good.bad	boot_82	compiled_articles1.txt	0.4324	0.4103	0.2163	0.1245	-0.06969999999999998
rob.tory.good.bad	boot_83	compiled_articles1.txt	0.394	0.5434	0.1055	0.1082	-0.14669999999999994
rob.tory.good.bad	boot_84	compiled_articles1.txt	0.4882	0.6569	0.0186	0.0263	-0.16100000000000003
