contrast	result_id	doc_name	pair_1	pair_2	pair_3	pair_4	interaction_term
rob.tory.good.bad	observed	compiled_articles3.txt	0.0015	-0.1809	0.0	0.0	0.1824
rob.tory.good.bad	boot_1	compiled_articles3.txt	0.0662	0.4052	0.0	0.0	-0.339
rob.tory.good.bad	boot_2	compiled_articles3.txt	-0.0951	0.1642	0.0	0.0	-0.25930000000000003
rob.tory.good.bad	boot_3	compiled_articles3.txt	0.6061	0.0	0.0	0.0	0.6061
rob.tory.good.bad	boot_4	compiled_articles3.txt	-0.1175	-0.1026	0.0	0.0	-0.014899999999999997
rob.tory.good.bad	boot_5	compiled_articles3.txt	0.2885	0.4199	0.0	0.0	-0.13140000000000002
rob.tory.good.bad	boot_6	compiled_articles3.txt	-0.0919	-0.1362	0.0	0.0	0.04429999999999999
rob.tory.good.bad	boot_7	compiled_articles3.txt	0.3679	-0.1894	0.0	0.0	0.5573
rob.tory.good.bad	boot_8	compiled_articles3.txt	0.1117	-0.3494	0.0	0.0	0.46109999999999995
rob.tory.good.bad	boot_9	compiled_articles3.txt	0.4439	0.0	0.0	0.0	0.4439
rob.tory.good.bad	boot_10	compiled_articles3.txt	-0.1228	0.224	0.0	0.0	-0.3468
rob.tory.good.bad	boot_11	compiled_articles3.txt	0.7218	0.0	0.0	0.0	0.7218
rob.tory.good.bad	boot_12	compiled_articles3.txt	0.497	0.0062	0.0	0.0	0.4908
rob.tory.good.bad	boot_13	compiled_articles3.txt	-0.0186	-0.147	0.0	0.0	0.1284
rob.tory.good.bad	boot_14	compiled_articles3.txt	0.047	-0.2484	0.0	0.0	0.2954
rob.tory.good.bad	boot_15	compiled_articles3.txt	0.0182	0.0428	0.0	0.0	-0.024599999999999997
rob.tory.good.bad	boot_16	compiled_articles3.txt	-0.1047	0.1071	0.0	0.0	-0.2118
rob.tory.good.bad	boot_17	compiled_articles3.txt	-0.1446	0.0645	0.0	0.0	-0.2091
rob.tory.good.bad	boot_18	compiled_articles3.txt	0.55	-0.0448	0.0	0.0	0.5948
rob.tory.good.bad	boot_19	compiled_articles3.txt	-0.1577	-0.1867	0.0	0.0	0.028999999999999998
rob.tory.good.bad	boot_20	compiled_articles3.txt	-0.1897	0.1295	0.0	0.0	-0.31920000000000004
rob.tory.good.bad	boot_21	compiled_articles3.txt	-0.141	-0.3167	0.0	0.0	0.1757
rob.tory.good.bad	boot_22	compiled_articles3.txt	-0.1081	0.1662	0.0	0.0	-0.2743
rob.tory.good.bad	boot_23	compiled_articles3.txt	-0.1532	-0.1859	0.0	0.0	0.03270000000000001
rob.tory.good.bad	boot_24	compiled_articles3.txt	0.1997	0.1845	0.0	0.0	0.015199999999999991
rob.tory.good.bad	boot_25	compiled_articles3.txt	-0.1693	-0.2844	0.0	0.0	0.11509999999999998
rob.tory.good.bad	boot_26	compiled_articles3.txt	0.0511	-0.3909	0.0	0.0	0.442
rob.tory.good.bad	boot_27	compiled_articles3.txt	0.103	-0.2629	0.0	0.0	0.3659
rob.tory.good.bad	boot_28	compiled_articles3.txt	-0.0749	-0.2755	0.0	0.0	0.20060000000000003
rob.tory.good.bad	boot_29	compiled_articles3.txt	0.6191	0.4624	0.0	0.0	0.1567
rob.tory.good.bad	boot_30	compiled_articles3.txt	0.303	-0.3727	0.0	0.0	0.6757
rob.tory.good.bad	boot_31	compiled_articles3.txt	0.5523	0.1704	0.0	0.0	0.3819
rob.tory.good.bad	boot_32	compiled_articles3.txt	0.8558	-0.1348	0.0	0.0	0.9906
rob.tory.good.bad	boot_33	compiled_articles3.txt	0.3513	0.3674	0.0	0.0	-0.016100000000000003
rob.tory.good.bad	boot_34	compiled_articles3.txt	-0.0865	0.0	0.0	0.0	-0.0865
rob.tory.good.bad	boot_35	compiled_articles3.txt	0.4988	0.0339	0.0	0.0	0.46490000000000004
rob.tory.good.bad	boot_36	compiled_articles3.txt	-0.1359	0.2201	0.0	0.0	-0.356
rob.tory.good.bad	boot_37	compiled_articles3.txt	0.0357	0.0	0.0	0.0	0.0357
rob.tory.good.bad	boot_38	compiled_articles3.txt	-0.2058	0.2357	0.0	0.0	-0.4415
rob.tory.good.bad	boot_39	compiled_articles3.txt	0.7162	0.3557	0.0	0.0	0.36049999999999993
rob.tory.good.bad	boot_40	compiled_articles3.txt	0.0	0.4488	0.0	0.0	-0.4488
rob.tory.good.bad	boot_41	compiled_articles3.txt	0.7055	-0.3082	0.0	0.0	1.0137
rob.tory.good.bad	boot_42	compiled_articles3.txt	-0.2087	0.4645	0.0	0.0	-0.6732
rob.tory.good.bad	boot_43	compiled_articles3.txt	0.0334	0.1853	0.0	0.0	-0.15189999999999998
rob.tory.good.bad	boot_44	compiled_articles3.txt	-0.0895	0.085	0.0	0.0	-0.1745
rob.tory.good.bad	boot_45	compiled_articles3.txt	-0.1387	-0.2109	0.0	0.0	0.07220000000000001
rob.tory.good.bad	boot_46	compiled_articles3.txt	0.2809	0.4232	0.0	0.0	-0.14230000000000004
rob.tory.good.bad	boot_47	compiled_articles3.txt	-0.0729	-0.2311	0.0	0.0	0.1582
rob.tory.good.bad	boot_48	compiled_articles3.txt	0.5271	-0.3666	0.0	0.0	0.8936999999999999
rob.tory.good.bad	boot_49	compiled_articles3.txt	-0.1351	-0.2164	0.0	0.0	0.08130000000000001
rob.tory.good.bad	boot_50	compiled_articles3.txt	0.1937	-0.2247	0.0	0.0	0.4184
rob.tory.good.bad	boot_51	compiled_articles3.txt	-0.0235	0.3393	0.0	0.0	-0.3628
rob.tory.good.bad	boot_52	compiled_articles3.txt	0.7166	0.3296	0.0	0.0	0.387
rob.tory.good.bad	boot_53	compiled_articles3.txt	0.5994	0.1724	0.0	0.0	0.42700000000000005
rob.tory.good.bad	boot_54	compiled_articles3.txt	0.088	-0.1755	0.0	0.0	0.26349999999999996
rob.tory.good.bad	boot_55	compiled_articles3.txt	-0.1212	-0.3608	0.0	0.0	0.2396
rob.tory.good.bad	boot_56	compiled_articles3.txt	0.6764	-0.3016	0.0	0.0	0.978
rob.tory.good.bad	boot_57	compiled_articles3.txt	0.2373	0.3314	0.0	0.0	-0.09409999999999996
rob.tory.good.bad	boot_58	compiled_articles3.txt	-0.0598	-0.2582	0.0	0.0	0.1984
rob.tory.good.bad	boot_59	compiled_articles3.txt	0.0235	-0.0939	0.0	0.0	0.1174
rob.tory.good.bad	boot_60	compiled_articles3.txt	0.0	0.1022	0.0	0.0	-0.1022
rob.tory.good.bad	boot_61	compiled_articles3.txt	-0.0865	-0.2164	0.0	0.0	0.12990000000000002
rob.tory.good.bad	boot_62	compiled_articles3.txt	0.0334	0.1853	0.0	0.0	-0.15189999999999998
rob.tory.good.bad	boot_63	compiled_articles3.txt	0.7711	-0.1924	0.0	0.0	0.9635
rob.tory.good.bad	boot_64	compiled_articles3.txt	0.8239	0.054	0.0	0.0	0.7698999999999999
rob.tory.good.bad	boot_65	compiled_articles3.txt	-0.0684	-0.1427	0.0	0.0	0.07429999999999999
rob.tory.good.bad	boot_66	compiled_articles3.txt	0.0	-0.1365	0.0	0.0	0.1365
rob.tory.good.bad	boot_67	compiled_articles3.txt	0.226	-0.1966	0.0	0.0	0.4226
rob.tory.good.bad	boot_68	compiled_articles3.txt	-0.0884	-0.1671	0.0	0.0	0.07869999999999999
rob.tory.good.bad	boot_69	compiled_articles3.txt	0.1835	-0.2004	0.0	0.0	0.3839
rob.tory.good.bad	boot_70	compiled_articles3.txt	-0.0573	0.6237	0.0	0.0	-0.681
rob.tory.good.bad	boot_71	compiled_articles3.txt	0.3463	-0.2826	0.0	0.0	0.6289
rob.tory.good.bad	boot_72	compiled_articles3.txt	0.6098	0.4326	0.0	0.0	0.17720000000000002
rob.tory.good.bad	boot_73	compiled_articles3.txt	0.0	-0.2344	0.0	0.0	0.2344
rob.tory.good.bad	boot_74	compiled_articles3.txt	-0.0828	0.4087	0.0	0.0	-0.4915
rob.tory.good.bad	boot_75	compiled_articles3.txt	0.0977	-0.2582	0.0	0.0	0.3559
rob.tory.good.bad	boot_76	compiled_articles3.txt	-0.1406	-0.2447	0.0	0.0	0.1041
rob.tory.good.bad	boot_77	compiled_articles3.txt	0.539	0.1575	0.0	0.0	0.38150000000000006
rob.tory.good.bad	boot_78	compiled_articles3.txt	0.7514	-0.2942	0.0	0.0	1.0455999999999999
rob.tory.good.bad	boot_79	compiled_articles3.txt	0.0376	-0.0586	0.0	0.0	0.09620000000000001
rob.tory.good.bad	boot_80	compiled_articles3.txt	0.561	-0.1727	0.0	0.0	0.7337
rob.tory.good.bad	boot_81	compiled_articles3.txt	0.2952	-0.3696	0.0	0.0	0.6648000000000001
