contrast	result_id	doc_name	pair_1	pair_2	pair_3	pair_4	interaction_term
terrorist.america.good.bad	observed	master_doc20.txt	0.1527	0.1806	0.2153	0.2596	0.016399999999999998
terrorist.america.good.bad	boot_1	master_doc20.txt	0.0014	0.0789	0.0576	0.0855	-0.04959999999999999
terrorist.america.good.bad	boot_2	master_doc20.txt	0.2109	0.213	0.3017	0.2604	-0.043399999999999994
terrorist.america.good.bad	boot_3	master_doc20.txt	0.0904	0.1136	0.0802	0.1317	0.028300000000000006
terrorist.america.good.bad	boot_4	master_doc20.txt	0.0945	0.0852	0.1562	0.3666	0.21969999999999998
terrorist.america.good.bad	boot_5	master_doc20.txt	0.1789	0.2441	0.1824	0.2486	0.0009999999999999731
terrorist.america.good.bad	boot_6	master_doc20.txt	0.3331	0.3757	0.257	0.3352	0.03560000000000002
terrorist.america.good.bad	boot_7	master_doc20.txt	0.2372	0.2836	0.2064	0.2035	-0.04930000000000004
terrorist.america.good.bad	boot_8	master_doc20.txt	0.044	0.2419	0.1508	0.2436	-0.1051
terrorist.america.good.bad	boot_9	master_doc20.txt	0.0859	0.0898	0.1708	0.1616	-0.013100000000000028
terrorist.america.good.bad	boot_10	master_doc20.txt	0.1756	0.2235	0.2828	0.2517	-0.07900000000000001
terrorist.america.good.bad	boot_11	master_doc20.txt	0.0721	0.113	0.1374	0.3211	0.14279999999999998
terrorist.america.good.bad	boot_12	master_doc20.txt	0.0674	0.1242	0.0708	0.1767	0.049100000000000005
terrorist.america.good.bad	boot_13	master_doc20.txt	0.2157	0.1104	0.2471	0.1196	-0.022199999999999984
terrorist.america.good.bad	boot_14	master_doc20.txt	0.2581	0.2496	0.2804	0.3185	0.04660000000000003
terrorist.america.good.bad	boot_15	master_doc20.txt	0.1518	0.1784	0.2385	0.3252	0.06009999999999999
terrorist.america.good.bad	boot_16	master_doc20.txt	0.075	0.1653	0.1532	0.3365	0.09300000000000003
terrorist.america.good.bad	boot_17	master_doc20.txt	0.2405	0.1369	0.2794	0.2755	0.09970000000000004
terrorist.america.good.bad	boot_18	master_doc20.txt	0.0338	0.2094	0.1159	0.0899	-0.2016
terrorist.america.good.bad	boot_19	master_doc20.txt	0.0597	0.3826	0.1333	0.2056	-0.25059999999999993
