contrast	result_id	doc_name	pair_1	pair_2	pair_3	pair_4	interaction_term
pro-russia.pro-ukraine.good.bad	observed	master_doc13.txt	-0.0175	-0.0607	0.1398	0.0547	-0.04190000000000002
pro-russia.pro-ukraine.good.bad	boot_1	master_doc13.txt	-0.0586	-0.0488	0.0075	0.2418	0.22449999999999998
pro-russia.pro-ukraine.good.bad	boot_2	master_doc13.txt	0.1228	0.139	0.2535	0.142	-0.1277
pro-russia.pro-ukraine.good.bad	boot_3	master_doc13.txt	-0.0222	-0.0213	0.1257	0.0189	-0.10770000000000002
pro-russia.pro-ukraine.good.bad	boot_4	master_doc13.txt	0.0658	0.058	0.2076	0.1794	-0.0204
pro-russia.pro-ukraine.good.bad	boot_5	master_doc13.txt	-0.0678	-0.096	-0.079	-0.068	0.0392
pro-russia.pro-ukraine.good.bad	boot_6	master_doc13.txt	-0.0241	-0.0299	0.0735	-0.0703	-0.138
pro-russia.pro-ukraine.good.bad	boot_7	master_doc13.txt	-0.085	-0.0373	0.13	0.1702	-0.007500000000000034
pro-russia.pro-ukraine.good.bad	boot_8	master_doc13.txt	-0.0394	-0.0891	0.4637	0.0048	-0.40919999999999995
pro-russia.pro-ukraine.good.bad	boot_9	master_doc13.txt	-0.0809	-0.0657	0.0432	0.1455	0.08709999999999998
pro-russia.pro-ukraine.good.bad	boot_10	master_doc13.txt	-0.0432	0.0019	-0.0212	0.1097	0.0858
pro-russia.pro-ukraine.good.bad	boot_11	master_doc13.txt	-0.0528	-0.0439	0.1411	-0.0269	-0.1769
pro-russia.pro-ukraine.good.bad	boot_12	master_doc13.txt	0.0831	-0.0107	0.1454	0.0346	-0.017000000000000008
pro-russia.pro-ukraine.good.bad	boot_13	master_doc13.txt	-0.0495	-0.0427	0.1165	0.1531	0.029800000000000007
pro-russia.pro-ukraine.good.bad	boot_14	master_doc13.txt	0.0236	-0.0092	0.3765	-0.0094	-0.3531
pro-russia.pro-ukraine.good.bad	boot_15	master_doc13.txt	0.0027	-0.0888	0.0993	0.0293	0.0215
pro-russia.pro-ukraine.good.bad	boot_16	master_doc13.txt	-0.0147	0.0308	0.0546	-0.0189	-0.119
pro-russia.pro-ukraine.good.bad	boot_17	master_doc13.txt	0.0549	0.0192	0.3719	0.0548	-0.2814
pro-russia.pro-ukraine.good.bad	boot_18	master_doc13.txt	0.0056	0.0538	0.5273	-0.0074	-0.5829
pro-russia.pro-ukraine.good.bad	boot_19	master_doc13.txt	0.0527	-0.0857	0.1805	-0.1334	-0.1755
pro-russia.pro-ukraine.good.bad	boot_20	master_doc13.txt	0.0228	0.2485	0.0481	0.1073	-0.16649999999999998
pro-russia.pro-ukraine.good.bad	boot_21	master_doc13.txt	0.0278	-0.0063	0.117	0.2883	0.2054
pro-russia.pro-ukraine.good.bad	boot_22	master_doc13.txt	0.0333	-0.0326	0.2863	-0.0439	-0.2643
pro-russia.pro-ukraine.good.bad	boot_23	master_doc13.txt	-0.0441	0.0287	-0.0118	0.1394	0.0784
pro-russia.pro-ukraine.good.bad	boot_24	master_doc13.txt	-0.0703	0.0244	-0.0174	0.1693	0.092
pro-russia.pro-ukraine.good.bad	boot_25	master_doc13.txt	0.0512	0.1383	0.568	0.1615	-0.49360000000000004
pro-russia.pro-ukraine.good.bad	boot_26	master_doc13.txt	0.0523	0.0086	0.3374	0.0619	-0.23179999999999995
pro-russia.pro-ukraine.good.bad	boot_27	master_doc13.txt	0.0171	0.1215	0.2215	-0.0166	-0.34249999999999997
pro-russia.pro-ukraine.good.bad	boot_28	master_doc13.txt	-0.0208	0.0429	0.1779	0.0994	-0.1422
pro-russia.pro-ukraine.good.bad	boot_29	master_doc13.txt	-0.0542	-0.0003	-0.0453	-0.005	-0.013599999999999998
pro-russia.pro-ukraine.good.bad	boot_30	master_doc13.txt	-0.0939	-0.111	-0.0306	-0.0224	0.025300000000000007
pro-russia.pro-ukraine.good.bad	boot_31	master_doc13.txt	-0.0183	-0.0021	0.1567	0.2898	0.1169
pro-russia.pro-ukraine.good.bad	boot_32	master_doc13.txt	-0.032	-0.0472	0.2293	-0.0246	-0.23870000000000002
pro-russia.pro-ukraine.good.bad	boot_33	master_doc13.txt	-0.0315	-0.0885	0.1823	-0.0219	-0.1472
pro-russia.pro-ukraine.good.bad	boot_34	master_doc13.txt	-0.0028	0.0754	0.1052	0.3447	0.1613
pro-russia.pro-ukraine.good.bad	boot_35	master_doc13.txt	0.0586	0.0279	0.0572	0.122	0.0955
pro-russia.pro-ukraine.good.bad	boot_36	master_doc13.txt	0.0712	0.2543	0.0977	0.1218	-0.15900000000000003
pro-russia.pro-ukraine.good.bad	boot_37	master_doc13.txt	-0.0814	-0.0613	0.0714	0.0732	-0.018299999999999997
pro-russia.pro-ukraine.good.bad	boot_38	master_doc13.txt	-0.0672	-0.1164	0.076	-0.0192	-0.045999999999999985
pro-russia.pro-ukraine.good.bad	boot_39	master_doc13.txt	0.0136	0.0756	0.1111	0.2625	0.08940000000000001
pro-russia.pro-ukraine.good.bad	boot_40	master_doc13.txt	-0.0206	-0.0485	0.2083	0.0091	-0.1713
pro-russia.pro-ukraine.good.bad	boot_41	master_doc13.txt	-0.0747	0.1011	0.0029	0.5165	0.33779999999999993
pro-russia.pro-ukraine.good.bad	boot_42	master_doc13.txt	-0.0488	-0.0828	0.2394	-0.0366	-0.242
pro-russia.pro-ukraine.good.bad	boot_43	master_doc13.txt	-0.0256	-0.1322	0.2419	0.0947	-0.04059999999999997
pro-russia.pro-ukraine.good.bad	boot_44	master_doc13.txt	-0.0141	0.0179	0.0365	-0.0685	-0.137
pro-russia.pro-ukraine.good.bad	boot_45	master_doc13.txt	0.0849	0.0218	0.1382	0.1172	0.04210000000000001
pro-russia.pro-ukraine.good.bad	boot_46	master_doc13.txt	0.0824	0.2651	0.0928	0.1657	-0.10979999999999998
pro-russia.pro-ukraine.good.bad	boot_47	master_doc13.txt	-0.0823	-0.1078	0.088	-0.1071	-0.16959999999999997
pro-russia.pro-ukraine.good.bad	boot_48	master_doc13.txt	-0.0173	-0.0127	0.0615	0.111	0.04490000000000001
pro-russia.pro-ukraine.good.bad	boot_49	master_doc13.txt	0.0157	0.342	0.199	0.1923	-0.3330000000000001
pro-russia.pro-ukraine.good.bad	boot_50	master_doc13.txt	-0.0259	-0.0508	0.0477	-0.0605	-0.0833
pro-russia.pro-ukraine.good.bad	boot_51	master_doc13.txt	-0.0808	-0.0905	0.0306	0.0791	0.0582
pro-russia.pro-ukraine.good.bad	boot_52	master_doc13.txt	-0.0259	-0.0206	0.0782	0.0048	-0.0787
pro-russia.pro-ukraine.good.bad	boot_53	master_doc13.txt	0.0519	0.0008	0.0523	-0.0552	-0.0564
pro-russia.pro-ukraine.good.bad	boot_54	master_doc13.txt	0.0224	-0.0474	0.1075	-0.0661	-0.1038
pro-russia.pro-ukraine.good.bad	boot_55	master_doc13.txt	-0.0703	-0.1284	0.069	0.0957	0.08479999999999997
pro-russia.pro-ukraine.good.bad	boot_56	master_doc13.txt	-0.046	-0.0417	0.3464	0.0417	-0.309
pro-russia.pro-ukraine.good.bad	boot_57	master_doc13.txt	0.0071	0.0992	0.0492	0.1772	0.03589999999999999
pro-russia.pro-ukraine.good.bad	boot_58	master_doc13.txt	-0.0728	-0.0769	0.0675	-0.0314	-0.09480000000000001
pro-russia.pro-ukraine.good.bad	boot_59	master_doc13.txt	-0.0128	0.1583	0.0089	0.1062	-0.07379999999999999
pro-russia.pro-ukraine.good.bad	boot_60	master_doc13.txt	-0.0261	-0.0323	0.0559	-0.0468	-0.0965
pro-russia.pro-ukraine.good.bad	boot_61	master_doc13.txt	-0.021	-0.0383	0.4292	0.1161	-0.29580000000000006
pro-russia.pro-ukraine.good.bad	boot_62	master_doc13.txt	-0.0218	0.0395	0.3713	0.0273	-0.40530000000000005
pro-russia.pro-ukraine.good.bad	boot_63	master_doc13.txt	-0.014	-0.05	0.2272	-0.0264	-0.21760000000000002
pro-russia.pro-ukraine.good.bad	boot_64	master_doc13.txt	0.0804	0.0019	0.0971	-0.0021	-0.020700000000000007
pro-russia.pro-ukraine.good.bad	boot_65	master_doc13.txt	0.0834	0.0425	0.2416	0.1224	-0.07830000000000002
pro-russia.pro-ukraine.good.bad	boot_66	master_doc13.txt	-0.0248	-0.1004	0.1859	0.1844	0.0741
pro-russia.pro-ukraine.good.bad	boot_67	master_doc13.txt	-0.0602	-0.0458	0.1012	0.0314	-0.0842
pro-russia.pro-ukraine.good.bad	boot_68	master_doc13.txt	-0.0192	-0.0802	0.2121	0.116	-0.035100000000000006
pro-russia.pro-ukraine.good.bad	boot_69	master_doc13.txt	-0.0606	-0.0901	-0.0206	-0.1213	-0.07120000000000001
pro-russia.pro-ukraine.good.bad	boot_70	master_doc13.txt	-0.0604	-0.1036	0.0356	-0.0423	-0.0347
pro-russia.pro-ukraine.good.bad	boot_71	master_doc13.txt	-0.0364	0.0187	-0.0361	-0.0175	-0.036500000000000005
pro-russia.pro-ukraine.good.bad	boot_72	master_doc13.txt	0.0488	-0.0406	0.5887	0.174	-0.3253
pro-russia.pro-ukraine.good.bad	boot_73	master_doc13.txt	0.0335	0.4314	0.0845	0.3243	-0.15810000000000007
pro-russia.pro-ukraine.good.bad	boot_74	master_doc13.txt	0.071	0.1459	0.4051	0.2692	-0.21080000000000004
pro-russia.pro-ukraine.good.bad	boot_75	master_doc13.txt	-0.0557	-0.1124	0.0793	0.0051	-0.017499999999999995
pro-russia.pro-ukraine.good.bad	boot_76	master_doc13.txt	-0.0282	0.0123	0.0678	0.0554	-0.05290000000000001
pro-russia.pro-ukraine.good.bad	boot_77	master_doc13.txt	-0.0142	-0.0526	0.1121	0.0254	-0.0483
pro-russia.pro-ukraine.good.bad	boot_78	master_doc13.txt	-0.075	-0.171	0.048	-0.0849	-0.03689999999999999
pro-russia.pro-ukraine.good.bad	boot_79	master_doc13.txt	-0.0341	-0.0236	0.1623	0.1897	0.0169
pro-russia.pro-ukraine.good.bad	boot_80	master_doc13.txt	-0.0736	-0.1288	-0.0715	0.0081	0.13479999999999998
pro-russia.pro-ukraine.good.bad	boot_81	master_doc13.txt	-0.0097	-0.0713	0.2775	0.1366	-0.07930000000000004
pro-russia.pro-ukraine.good.bad	boot_82	master_doc13.txt	0.016	-0.0035	0.0907	0.0106	-0.0606
pro-russia.pro-ukraine.good.bad	boot_83	master_doc13.txt	0.0737	0.1471	0.3176	0.1659	-0.22510000000000002
pro-russia.pro-ukraine.good.bad	boot_84	master_doc13.txt	-0.0017	-0.0609	0.091	0.0332	0.0014000000000000054
pro-russia.pro-ukraine.good.bad	boot_85	master_doc13.txt	0.0502	0.0898	0.1586	0.121	-0.07719999999999999
pro-russia.pro-ukraine.good.bad	boot_86	master_doc13.txt	-0.0534	-0.1216	0.0412	-0.0483	-0.021300000000000006
pro-russia.pro-ukraine.good.bad	boot_87	master_doc13.txt	0.0076	-0.0232	0.1532	0.1898	0.06739999999999999
pro-russia.pro-ukraine.good.bad	boot_88	master_doc13.txt	0.038	0.0772	0.1843	0.3345	0.11100000000000002
pro-russia.pro-ukraine.good.bad	boot_89	master_doc13.txt	-0.0262	-0.0182	0.0731	0.2479	0.1668
pro-russia.pro-ukraine.good.bad	boot_90	master_doc13.txt	-0.056	-0.1138	0.1966	0.0595	-0.07930000000000001
pro-russia.pro-ukraine.good.bad	boot_91	master_doc13.txt	0.0443	0.0714	0.1521	0.0843	-0.09490000000000003
pro-russia.pro-ukraine.good.bad	boot_92	master_doc13.txt	0.0146	-0.0376	0.0591	0.0184	0.011500000000000003
pro-russia.pro-ukraine.good.bad	boot_93	master_doc13.txt	0.0086	-0.0421	0.0462	-0.0845	-0.08000000000000002
pro-russia.pro-ukraine.good.bad	boot_94	master_doc13.txt	0.1327	0.1717	0.1762	0.1644	-0.050799999999999984
pro-russia.pro-ukraine.good.bad	boot_95	master_doc13.txt	-0.0507	-0.0887	0.0327	-0.054	-0.0487
pro-russia.pro-ukraine.good.bad	boot_96	master_doc13.txt	-0.0059	-0.0039	0.2122	-0.0052	-0.2194
pro-russia.pro-ukraine.good.bad	boot_97	master_doc13.txt	-0.0627	-0.1534	0.1874	0.0078	-0.0889
